Country,Region 2015,Region 2016,Region 2017,Region 2018,Region 2019,Happiness Rank 2015,Happiness Rank 2016,Happiness Rank 2017,Happiness Rank 2018,Happiness Rank 2019,Happiness Score 2015,Happiness Score 2016,Happiness Score 2017,Happiness Score 2018,Happiness Score 2019,Standard Error 2015,Standard Error 2016,Standard Error 2017,Standard Error 2018,Standard Error 2019,Economy (GDP per Capita) 2015,Economy (GDP per Capita) 2016,Economy (GDP per Capita) 2017,Economy (GDP per Capita) 2018,Economy (GDP per Capita) 2019,Family 2015,Family 2016,Family 2017,Family 2018,Family 2019,Health (Life Expectancy) 2015,Health (Life Expectancy) 2016,Health (Life Expectancy) 2017,Health (Life Expectancy) 2018,Health (Life Expectancy) 2019,Freedom 2015,Freedom 2016,Freedom 2017,Freedom 2018,Freedom 2019,Trust (Government Corruption) 2015,Trust (Government Corruption) 2016,Trust (Government Corruption) 2017,Trust (Government Corruption) 2018,Trust (Government Corruption) 2019,Generosity 2015,Generosity 2016,Generosity 2017,Generosity 2018,Generosity 2019,Dystopia Residual 2015,Dystopia Residual 2016,Dystopia Residual 2017,Dystopia Residual 2018,Dystopia Residual 2019,Lower Confidence Interval 2015,Lower Confidence Interval 2016,Lower Confidence Interval 2017,Lower Confidence Interval 2018,Lower Confidence Interval 2019,Upper Confidence Interval 2015,Upper Confidence Interval 2016,Upper Confidence Interval 2017,Upper Confidence Interval 2018,Upper Confidence Interval 2019,Happiness.Rank 2015,Happiness.Rank 2016,Happiness.Rank 2017,Happiness.Rank 2018,Happiness.Rank 2019,Happiness.Score 2015,Happiness.Score 2016,Happiness.Score 2017,Happiness.Score 2018,Happiness.Score 2019,Whisker.high 2015,Whisker.high 2016,Whisker.high 2017,Whisker.high 2018,Whisker.high 2019,Whisker.low 2015,Whisker.low 2016,Whisker.low 2017,Whisker.low 2018,Whisker.low 2019,Economy..GDP.per.Capita. 2015,Economy..GDP.per.Capita. 2016,Economy..GDP.per.Capita. 2017,Economy..GDP.per.Capita. 2018,Economy..GDP.per.Capita. 2019,Health..Life.Expectancy. 2015,Health..Life.Expectancy. 2016,Health..Life.Expectancy. 2017,Health..Life.Expectancy. 2018,Health..Life.Expectancy. 2019,Trust..Government.Corruption. 2015,Trust..Government.Corruption. 2016,Trust..Government.Corruption. 2017,Trust..Government.Corruption. 2018,Trust..Government.Corruption. 2019,Dystopia.Residual 2015,Dystopia.Residual 2016,Dystopia.Residual 2017,Dystopia.Residual 2018,Dystopia.Residual 2019,Overall rank 2015,Overall rank 2016,Overall rank 2017,Overall rank 2018,Overall rank 2019,Score 2015,Score 2016,Score 2017,Score 2018,Score 2019,GDP per capita 2015,GDP per capita 2016,GDP per capita 2017,GDP per capita 2018,GDP per capita 2019,Social support 2015,Social support 2016,Social support 2017,Social support 2018,Social support 2019,Healthy life expectancy 2015,Healthy life expectancy 2016,Healthy life expectancy 2017,Healthy life expectancy 2018,Healthy life expectancy 2019,Freedom to make life choices 2015,Freedom to make life choices 2016,Freedom to make life choices 2017,Freedom to make life choices 2018,Freedom to make life choices 2019,Perceptions of corruption 2015,Perceptions of corruption 2016,Perceptions of corruption 2017,Perceptions of corruption 2018,Perceptions of corruption 2019
Iraq,Middle East and Northern Africa,Middle East and Northern Africa,,,,112.0,112.0,,,,4.677,4.575,,,,0.05232,,,,,0.98549,1.07474,,,,0.81889,0.59205,0.978613197803497,,,0.60237,0.51076,,,,0.0,0.24856,0.288555532693863,,,0.13788,0.13636,,,,0.17922,0.19589,0.19963726401329,0.148,0.148,1.95335,1.81657,,,,,4.446,,,,,4.704,,,,,,117.0,,,,,4.49700021743774,,,,,4.62259140968323,,,,,4.37140902519226,,,,,1.10271048545837,,,,,0.501180469989777,,,,,0.107215754687786,,,,,1.31890726089478,,,,,,117.0,126.0,,,,4.456,4.437,,,,1.01,1.043,,,,0.971,0.98,,,,0.536,0.574,,,,0.304,0.241,,,,0.095,0.089
Ireland,Western Europe,Western Europe,,,,18.0,19.0,,,,6.94,6.907,,,,0.03676,,,,,1.33596,1.48341,,,,1.36948,1.16157,1.55823111534119,,,0.89533,0.81455,,,,0.61777,0.54008,0.573110342025757,,,0.28703,0.29754,,,,0.45901,0.44963,0.42785832285881,0.307,0.298,1.9757,2.15988,,,,,6.836,,,,,6.978,,,,,,15.0,,,,,6.97700023651123,,,,,7.04335166752338,,,,,6.91064880549908,,,,,1.53570663928986,,,,,0.80978262424469,,,,,0.29838815331459,,,,,1.77386903762817,,,,,,14.0,16.0,,,,6.977,7.021,,,,1.448,1.499,,,,1.583,1.553,,,,0.876,0.999,,,,0.614,0.516,,,,0.306,0.31
Islandia,Western Europe,Western Europe,,,,2.0,3.0,,,,7.561,7.501,,,,0.04884,,,,,1.30232,1.42666,,,,1.40223,1.18326,1.6105740070343,,,0.94784,0.86733,,,,0.62877,0.56624,0.627162635326385,,,0.14145,0.14975,,,,0.4363,0.47678,0.475540220737457,0.353,0.354,2.70201,2.83137,,,,,7.333,,,,,7.669,,,,,,3.0,,,,,7.50400018692017,,,,,7.62203047305346,,,,,7.38596990078688,,,,,1.480633020401,,,,,0.833552122116089,,,,,0.153526559472084,,,,,2.32271528244019,,,,,,4.0,4.0,,,,7.495,7.494,,,,1.343,1.38,,,,1.644,1.624,,,,0.914,1.026,,,,0.677,0.591,,,,0.138,0.118
Israel,Middle East and Northern Africa,Middle East and Northern Africa,,,,11.0,11.0,,,,7.278,7.267,,,,0.0347,,,,,1.22857,1.33766,,,,1.22393,0.99537,1.37628996372223,,,0.91387,0.84917,,,,0.41319,0.36432,0.405988603830338,,,0.07785,0.08728,,,,0.33172,0.32288,0.330082654953003,0.354,0.261,3.08854,3.31029,,,,,7.199,,,,,7.335,,,,,,11.0,,,,,7.21299982070923,,,,,7.27985325649381,,,,,7.14614638492465,,,,,1.37538242340088,,,,,0.83840399980545,,,,,0.0852421000599861,,,,,2.80175733566284,,,,,,19.0,13.0,,,,6.814,7.139,,,,1.301,1.276,,,,1.559,1.455,,,,0.883,1.029,,,,0.533,0.371,,,,0.272,0.082
Italy,Western Europe,Western Europe,,,,50.0,50.0,,,,5.948,5.977,,,,0.03914,,,,,1.25114,1.35495,,,,1.19777,1.04167,1.44492328166962,,,0.95446,0.85102,,,,0.26236,0.18827,0.256450712680817,,,0.02901,0.02556,,,,0.22823,0.16684,0.17278964817524,0.137,0.158,2.02518,2.34918,,,,,5.898,,,,,6.056,,,,,,48.0,,,,,5.96400022506714,,,,,6.04273690596223,,,,,5.88526354417205,,,,,1.39506661891937,,,,,0.853144347667694,,,,,0.0280280914157629,,,,,1.81331205368042,,,,,,47.0,36.0,,,,6.0,6.223,,,,1.264,1.294,,,,1.501,1.488,,,,0.946,1.039,,,,0.281,0.231,,,,0.028,0.03
Ivory Coast,Sub-Saharan Africa,Sub-Saharan Africa,,,,151.0,139.0,,,,3.655,3.916,,,,0.05141,,,,,0.46534,0.55507,,,,0.77115,0.57576,0.904780030250549,,,0.15185,0.04476,,,,0.46866,0.40663,0.447706192731857,,,0.17922,0.1553,,,,0.20165,0.20338,0.201237469911575,0.146,0.154,1.41723,1.97478,,,,,3.826,,,,,4.006,,,,,,128.0,,,,,4.17999982833862,,,,,4.27518256321549,,,,,4.08481709346175,,,,,0.603048920631409,,,,,0.0486421696841717,,,,,0.130061775445938,,,,,1.84496426582336,,,,,,107.0,99.0,,,,4.671,4.944,,,,0.541,0.569,,,,0.872,0.808,,,,0.08,0.232,,,,0.467,0.352,,,,0.103,0.09
Jamaica,Latin America and Caribbean,Latin America and Caribbean,,,,65.0,73.0,,,,5.709,5.51,,,,0.13693,,,,,0.81038,0.89333,,,,1.15102,0.96372,1.36821806430817,,,0.68741,0.59469,,,,0.50442,0.43597,0.474307239055634,,,0.02299,0.04294,,,,0.2123,0.22245,0.233818337321281,0.096,0.107,2.32038,2.35682,,,,,5.315,,,,,5.705,,,,,,76.0,,,,,5.31099987030029,,,,,5.58139872848988,,,,,5.04060101211071,,,,,0.925579309463501,,,,,0.641022384166718,,,,,0.0552677810192108,,,,,1.61232566833496,,,,,,56.0,56.0,,,,5.89,5.89,,,,0.819,0.831,,,,1.493,1.478,,,,0.693,0.831,,,,0.575,0.49,,,,0.031,0.028
Japan,Eastern Asia,Eastern Asia,,,,46.0,53.0,,,,5.987,5.921,,,,0.03581,,,,,1.27074,1.38007,,,,1.25712,1.06054,1.43633782863617,,,0.99111,0.91491,,,,0.49615,0.46761,0.505625545978546,,,0.1806,0.18985,,,,0.10705,0.10224,0.12057276815176,0.079,0.069,1.68435,1.80584,,,,,5.85,,,,,5.992,,,,,,51.0,,,,,5.92000007629395,,,,,5.99071944460273,,,,,5.84928070798516,,,,,1.41691517829895,,,,,0.913475871086121,,,,,0.163760736584663,,,,,1.36322355270386,,,,,,54.0,58.0,,,,5.915,5.886,,,,1.294,1.327,,,,1.462,1.419,,,,0.988,1.088,,,,0.553,0.445,,,,0.15,0.14
Jordan,Middle East and Northern Africa,Middle East and Northern Africa,,,,82.0,80.0,,,,5.192,5.303,,,,0.04524,,,,,0.90198,0.99673,,,,1.05392,0.86216,1.23908889293671,,,0.69639,0.60712,,,,0.40661,0.36023,0.418421149253845,,,0.14293,0.13297,,,,0.11053,0.14262,0.172170460224152,0.13,0.11,1.87996,2.20142,,,,,5.187,,,,,5.419,,,,,,74.0,,,,,5.33599996566772,,,,,5.44841002240777,,,,,5.22358990892768,,,,,0.991012394428253,,,,,0.604590058326721,,,,,0.11980327218771,,,,,1.79117655754089,,,,,,90.0,101.0,,,,5.161,4.906,,,,0.822,0.837,,,,1.265,1.225,,,,0.645,0.815,,,,0.468,0.383,,,,0.134,0.13
Kazakhstan,Central and Eastern Europe,Central and Eastern Europe,,,,54.0,54.0,,,,5.855,5.919,,,,0.04114,,,,,1.12254,1.22943,,,,1.12241,0.95544,1.38436901569366,,,0.64368,0.57386,,,,0.51649,0.4052,0.437454283237457,,,0.08454,0.11132,,,,0.11827,0.15011,0.201964423060417,0.148,0.146,2.24729,2.49325,,,,,5.837,,,,,6.001,,,,,,60.0,,,,,5.81899976730347,,,,,5.90364177465439,,,,,5.73435775995255,,,,,1.28455626964569,,,,,0.606041550636292,,,,,0.119282886385918,,,,,1.78489255905151,,,,,,60.0,60.0,,,,5.79,5.809,,,,1.143,1.173,,,,1.516,1.508,,,,0.631,0.729,,,,0.454,0.41,,,,0.121,0.096
Kenya,Sub-Saharan Africa,Sub-Saharan Africa,,,,125.0,122.0,,,,4.419,4.356,,,,0.04734,,,,,0.36471,0.52267,,,,0.99876,0.7624,1.06795072555542,,,0.41435,0.30147,,,,0.42215,0.40576,0.452763766050339,,,0.05839,0.06686,,,,0.37542,0.41328,0.444860309362411,0.352,0.372,1.78555,1.88326,,,,,4.259,,,,,4.453,,,,,,112.0,,,,,4.55299997329712,,,,,4.65569159060717,,,,,4.45030835598707,,,,,0.560479462146759,,,,,0.309988349676132,,,,,0.0646413192152977,,,,,1.6519021987915,,,,,,124.0,121.0,,,,4.41,4.509,,,,0.493,0.512,,,,1.048,0.983,,,,0.454,0.581,,,,0.504,0.431,,,,0.055,0.053
Kosovo,Central and Eastern Europe,Central and Eastern Europe,,,,69.0,77.0,,,,5.589,5.401,,,,0.05018,,,,,0.80148,0.90145,,,,0.81198,0.66062,1.13785350322723,,,0.63132,0.54,,,,0.24749,0.14396,0.260287940502167,,,0.04741,0.06547,,,,0.2831,0.27992,0.319931447505951,0.274,0.262,2.76579,2.80998,,,,,5.308,,,,,5.494,,,,,,78.0,,,,,5.27899980545044,,,,,5.36484799548984,,,,,5.19315161541104,,,,,0.951484382152557,,,,,0.541452050209045,,,,,0.0574716180562973,,,,,2.01054072380066,,,,,,66.0,46.0,,,,5.662,6.1,,,,0.855,0.882,,,,1.23,1.232,,,,0.578,0.758,,,,0.448,0.489,,,,0.023,0.006
Kuwait,Middle East and Northern Africa,Middle East and Northern Africa,,,,39.0,41.0,,,,6.295,6.239,,,,0.04456,,,,,1.55422,1.61714,,,,1.16594,0.87758,1.25969874858856,,,0.72492,0.63569,,,,0.55499,0.43166,0.496337592601776,,,0.25609,0.23669,,,,0.16228,0.15965,0.228289797902107,0.167,0.142,1.87634,2.28085,,,,,6.154,,,,,6.324,,,,,,39.0,,,,,6.10500001907349,,,,,6.1919569888711,,,,,6.01804304927588,,,,,1.63295245170593,,,,,0.632105708122253,,,,,0.215159550309181,,,,,1.64042520523071,,,,,,45.0,51.0,,,,6.083,6.021,,,,1.474,1.5,,,,1.301,1.319,,,,0.675,0.808,,,,0.554,0.493,,,,0.106,0.097
Kyrgyzstan,Central and Eastern Europe,Central and Eastern Europe,,,,77.0,85.0,,,,5.286,5.185,,,,0.03823,,,,,0.47428,0.56044,,,,1.15115,0.95434,1.39423859119415,,,0.65088,0.55449,,,,0.43477,0.40212,0.454943388700485,,,0.04232,0.04762,,,,0.3003,0.38432,0.42858037352562,0.281,0.3,2.2327,2.28136,,,,,5.103,,,,,5.267,,,,,,98.0,,,,,5.00400018692017,,,,,5.08991990312934,,,,,4.91808047071099,,,,,0.596220076084137,,,,,0.553457796573639,,,,,0.0394391790032387,,,,,1.53672313690186,,,,,,92.0,86.0,,,,5.131,5.261,,,,0.53,0.551,,,,1.416,1.438,,,,0.594,0.723,,,,0.54,0.508,,,,0.035,0.023
Laos,Southeastern Asia,Southeastern Asia,,,,99.0,102.0,,,,4.876,4.876,,,,0.06698,,,,,0.59066,0.68042,,,,0.73803,0.5497,,,,0.54909,0.38291,,,,0.59591,0.52168,,,,0.24249,0.22423,,,,0.42192,0.43079,,0.23,0.266,1.73799,2.08637,,,,,4.742,,,,,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,105.0,,,,4.623,4.796,,,,0.72,0.764,,,,1.034,1.03,,,,0.441,0.551,,,,0.626,0.547,,,,0.174,0.164
Latvia,Central and Eastern Europe,Central and Eastern Europe,,,,89.0,68.0,,,,5.098,5.56,,,,0.0464,,,,,1.11312,1.21788,,,,1.09562,0.95025,1.40471494197845,,,0.72437,0.63952,,,,0.29671,0.27996,0.325707912445068,,,0.06332,0.0889,,,,0.18226,0.17445,0.153074786067009,0.092,0.075,1.62215,2.20859,,,,,5.486,,,,,5.634,,,,,,54.0,,,,,5.84999990463257,,,,,5.92026353821158,,,,,5.77973627105355,,,,,1.26074862480164,,,,,0.638566970825195,,,,,0.0738427266478539,,,,,1.99365520477295,,,,,,53.0,53.0,,,,5.933,5.94,,,,1.148,1.187,,,,1.454,1.465,,,,0.671,0.812,,,,0.363,0.264,,,,0.066,0.064
Lebanon,Middle East and Northern Africa,Middle East and Northern Africa,,,,103.0,93.0,,,,4.839,5.129,,,,0.04337,,,,,1.02564,1.12268,,,,0.80001,0.64184,1.12962424755096,,,0.83947,0.76171,,,,0.33916,0.26228,0.288515985012054,,,0.04582,0.03061,,,,0.21854,0.23693,0.264450758695602,0.214,0.166,1.57059,2.07339,,,,,5.031,,,,,5.227,,,,,,88.0,,,,,5.22499990463257,,,,,5.31888228848577,,,,,5.13111752077937,,,,,1.07498753070831,,,,,0.735081076622009,,,,,0.037513829767704,,,,,1.69507384300232,,,,,,80.0,91.0,,,,5.358,5.197,,,,0.965,0.987,,,,1.179,1.224,,,,0.785,0.815,,,,0.503,0.216,,,,0.136,0.027
Lesotho,Sub-Saharan Africa,,,,,97.0,,,,,4.898,,,,,0.09438,,,,,0.37545,,,,,1.04103,,1.19009518623352,,,0.07612,,,,,0.31767,,0.390661299228668,,,0.12504,,,,,0.16388,,0.157497271895409,0.116,0.107,2.79832,,,,,,,,,,,,,,,,,139.0,,,,,3.80800008773804,,,,,4.04434397548437,,,,,3.5716561999917,,,,,0.521021246910095,,,,,0.0,,,,,0.119094640016556,,,,,1.42983531951904,,,,,,141.0,144.0,,,,3.808,3.802,,,,0.472,0.489,,,,1.215,1.169,,,,0.079,0.168,,,,0.423,0.359,,,,0.112,0.093
Liberia,Sub-Saharan Africa,Sub-Saharan Africa,,,,116.0,150.0,,,,4.571,3.622,,,,0.11068,,,,,0.0712,0.10706,,,,0.78968,0.50353,0.872117936611176,,,0.34201,0.23165,,,,0.28531,0.25748,0.332881182432175,,,0.06232,0.04852,,,,0.24362,0.24063,0.26654988527298,0.206,0.233,2.77729,2.23284,,,,,3.463,,,,,3.781,,,,,,148.0,,,,,3.53299999237061,,,,,3.65375626087189,,,,,3.41224372386932,,,,,0.119041793048382,,,,,0.229918196797371,,,,,0.0389482490718365,,,,,1.67328596115112,,,,,,149.0,141.0,,,,3.495,3.975,,,,0.076,0.073,,,,0.858,0.922,,,,0.267,0.443,,,,0.419,0.37,,,,0.03,0.033
Libya,Middle East and Northern Africa,Middle East and Northern Africa,,,,63.0,67.0,,,,5.754,5.615,,,,0.07832,,,,,1.13145,1.06688,,,,1.11862,0.95076,1.35756433010101,,,0.7038,0.52304,,,,0.41668,0.40672,0.465733230113983,,,0.11023,0.10339,,,,0.18295,0.17087,0.152073666453362,0.116,0.133,2.09066,2.39374,,,,,5.406,,,,,5.824,,,,,,68.0,,,,,5.52500009536743,,,,,5.67695380687714,,,,,5.37304638385773,,,,,1.10180306434631,,,,,0.520169019699097,,,,,0.0926102101802826,,,,,1.83501124382019,,,,,,70.0,72.0,,,,5.566,5.525,,,,0.985,1.044,,,,1.35,1.303,,,,0.553,0.673,,,,0.496,0.416,,,,0.148,0.152
Lithuania,Central and Eastern Europe,Central and Eastern Europe,,,,56.0,60.0,,,,5.833,5.813,,,,0.03843,,,,,1.14723,1.2692,,,,1.25745,1.06411,1.47351610660553,,,0.73128,0.64674,,,,0.21342,0.18929,0.234231784939766,,,0.01031,0.0182,,,,0.02641,0.02025,0.010164656676352,0.026,0.043,2.44649,2.60525,,,,,5.734,,,,,5.892,,,,,,52.0,,,,,5.90199995040894,,,,,5.98266964137554,,,,,5.82133025944233,,,,,1.31458234786987,,,,,0.62894994020462,,,,,0.0118656428530812,,,,,2.22844052314758,,,,,,50.0,42.0,,,,5.952,6.149,,,,1.197,1.238,,,,1.527,1.515,,,,0.716,0.818,,,,0.35,0.291,,,,0.006,0.042
Luxembourg,Western Europe,Western Europe,,,,17.0,20.0,,,,6.946,6.871,,,,0.03499,,,,,1.56391,1.69752,,,,1.21963,1.03999,1.45758366584778,,,0.91894,0.84542,,,,0.61583,0.5487,0.59662789106369,,,0.37798,0.35329,,,,0.28034,0.27571,0.283180981874466,0.196,0.194,1.96961,2.11055,,,,,6.804,,,,,6.938,,,,,,18.0,,,,,6.86299991607666,,,,,6.92368609987199,,,,,6.80231373228133,,,,,1.74194359779358,,,,,0.845089495182037,,,,,0.31883442401886,,,,,1.61951208114624,,,,,,17.0,14.0,,,,6.91,7.09,,,,1.576,1.609,,,,1.52,1.479,,,,0.896,1.012,,,,0.632,0.526,,,,0.321,0.316
Macedonia,Central and Eastern Europe,Central and Eastern Europe,,,,93.0,95.0,,,,5.007,5.121,,,,0.05376,,,,,0.91851,1.0193,,,,1.00232,0.78236,1.20789301395416,,,0.73545,0.64738,,,,0.33457,0.27668,0.325905978679657,,,0.05327,0.07047,,,,0.22359,0.23507,0.25376096367836,0.173,,1.73933,2.08947,,,,,5.017,,,,,5.225,,,,,,92.0,,,,,5.17500019073486,,,,,5.27217263966799,,,,,5.07782774180174,,,,,1.06457793712616,,,,,0.644948184490204,,,,,0.0602777935564518,,,,,1.6174693107605,,,,,,89.0,,,,,5.185,,,,,0.959,,,,,1.239,,,,,0.691,,,,,0.394,,,,,0.052,
Madagascar,Sub-Saharan Africa,Sub-Saharan Africa,,,,147.0,148.0,,,,3.681,3.695,,,,0.03633,,,,,0.20824,0.27954,,,,0.66801,0.46115,0.913020372390747,,,0.46721,0.37109,,,,0.19184,0.13684,0.189196765422821,,,0.08124,0.07506,,,,0.21333,0.2204,0.208732530474663,0.155,0.169,1.851,2.15075,,,,,3.621,,,,,3.769,,,,,,144.0,,,,,3.64400005340576,,,,,3.71431910589337,,,,,3.57368100091815,,,,,0.305808693170547,,,,,0.375223308801651,,,,,0.0672319754958153,,,,,1.58461260795593,,,,,,143.0,143.0,,,,3.774,3.933,,,,0.262,0.274,,,,0.908,0.916,,,,0.402,0.555,,,,0.221,0.148,,,,0.049,0.041
Malawi,Sub-Saharan Africa,Sub-Saharan Africa,,,,131.0,132.0,,,,4.292,4.156,,,,0.0613,,,,,0.01604,0.08709,,,,0.41134,0.147,0.512568831443787,,,0.22562,0.29364,,,,0.43054,0.4143,0.466914653778076,,,0.06977,0.07564,,,,0.33128,0.30968,0.287170469760895,0.21,0.218,2.80791,2.82859,,,,,4.041,,,,,4.271,,,,,,136.0,,,,,3.97000002861023,,,,,4.07747881740332,,,,,3.86252123981714,,,,,0.233442038297653,,,,,0.315089583396912,,,,,0.0727116540074348,,,,,2.08178615570068,,,,,,147.0,150.0,,,,3.587,3.41,,,,0.186,0.191,,,,0.541,0.56,,,,0.306,0.495,,,,0.531,0.443,,,,0.08,0.089
Malaysia,Southeastern Asia,Southeastern Asia,,,,61.0,47.0,,,,5.77,6.005,,,,0.0433,,,,,1.12486,1.25142,,,,1.07023,0.88025,1.28464603424072,,,0.72394,0.62366,,,,0.53024,0.39031,0.402264982461929,,,0.10501,0.09081,,,,0.33075,0.41474,0.416608929634094,0.311,0.26,1.88541,2.35384,,,,,5.921,,,,,6.089,,,,,,42.0,,,,,6.08400011062622,,,,,6.17997963652015,,,,,5.98802058473229,,,,,1.29121541976929,,,,,0.618784427642822,,,,,0.0656007081270218,,,,,2.00444889068604,,,,,,35.0,80.0,,,,6.322,5.339,,,,1.161,1.221,,,,1.258,1.171,,,,0.669,0.828,,,,0.356,0.508,,,,0.059,0.024
Mali,Sub-Saharan Africa,Sub-Saharan Africa,,,,138.0,135.0,,,,3.995,4.073,,,,0.05602,,,,,0.26074,0.31292,,,,1.03526,0.86333,1.28147339820862,,,0.20583,0.16347,,,,0.38857,0.27544,0.306613743305206,,,0.12352,0.13647,,,,0.18798,0.21064,0.183354198932648,0.139,0.153,1.79293,2.11087,,,,,3.988,,,,,4.158,,,,,,127.0,,,,,4.19000005722046,,,,,4.26967071101069,,,,,4.11032940343022,,,,,0.476180493831635,,,,,0.169365674257278,,,,,0.104970246553421,,,,,1.66819095611572,,,,,,118.0,128.0,,,,4.447,4.39,,,,0.37,0.385,,,,1.233,1.105,,,,0.152,0.308,,,,0.367,0.327,,,,0.056,0.052
Malta,Western Europe,Western Europe,,,,37.0,30.0,,,,6.302,6.488,,,,0.04206,,,,,1.2074,1.30782,,,,1.30203,1.09879,1.48841166496277,,,0.88721,0.80315,,,,0.60365,0.54994,0.588767051696777,,,0.13586,0.17554,,,,0.51752,0.56237,0.574730575084686,0.376,0.375,1.6488,1.99032,,,,,6.409,,,,,6.567,,,,,,27.0,,,,,6.52699995040894,,,,,6.59839677289128,,,,,6.45560312792659,,,,,1.34327983856201,,,,,0.821944236755371,,,,,0.153066068887711,,,,,1.55686283111572,,,,,,22.0,22.0,,,,6.627,6.726,,,,1.27,1.3,,,,1.525,1.52,,,,0.884,0.999,,,,0.645,0.564,,,,0.142,0.151
Mauritania,Sub-Saharan Africa,Sub-Saharan Africa,,,,124.0,130.0,,,,4.436,4.201,,,,0.03947,,,,,0.45407,0.61391,,,,0.86908,0.84142,1.2720308303833,,,0.35874,0.28639,,,,0.24232,0.1268,0.0960980430245399,,,0.17461,0.17955,,,,0.219,0.22686,0.201870024204254,0.134,0.106,2.11773,1.9263,,,,,4.127,,,,,4.275,,,,,,123.0,,,,,4.29199981689453,,,,,4.37716361626983,,,,,4.20683601751924,,,,,0.648457288742065,,,,,0.285349279642105,,,,,0.136957004666328,,,,,1.65163731575012,,,,,,126.0,122.0,,,,4.356,4.49,,,,0.557,0.57,,,,1.245,1.167,,,,0.292,0.489,,,,0.129,0.066,,,,0.093,0.088
Mauritius,Sub-Saharan Africa,Sub-Saharan Africa,,,,71.0,66.0,,,,5.477,5.648,,,,0.07197,,,,,1.00761,1.14372,,,,0.98521,0.75695,1.20956099033356,,,0.7095,0.66189,,,,0.56066,0.46145,0.491247326135635,,,0.07521,0.05203,,,,0.37744,0.36951,0.360933750867844,0.245,0.215,1.76145,2.20223,,,,,5.507,,,,,5.789,,,,,,64.0,,,,,5.62900018692017,,,,,5.72986219167709,,,,,5.52813818216324,,,,,1.18939554691315,,,,,0.638007462024689,,,,,0.0421815551817417,,,,,1.6975839138031,,,,,,55.0,57.0,,,,5.891,5.888,,,,1.09,1.12,,,,1.387,1.402,,,,0.684,0.798,,,,0.584,0.498,,,,0.05,0.06
Mexico,Latin America and Caribbean,Latin America and Caribbean,,,,14.0,21.0,,,,7.187,6.778,,,,0.04176,,,,,1.02054,1.11508,,,,0.91451,0.7146,1.210862159729,,,0.81444,0.71143,,,,0.48181,0.37709,0.412730008363724,,,0.21312,0.18355,,,,0.14074,0.11735,0.120990432798862,0.069,0.074,3.60214,3.55906,,,,,6.68,,,,,6.876,,,,,,25.0,,,,,6.57800006866455,,,,,6.67114890769124,,,,,6.48485122963786,,,,,1.15318381786346,,,,,0.709978997707367,,,,,0.132774114608765,,,,,2.83715486526489,,,,,,24.0,23.0,,,,6.488,6.595,,,,1.038,1.07,,,,1.252,1.323,,,,0.761,0.861,,,,0.479,0.433,,,,0.095,0.073
Moldova,Central and Eastern Europe,Central and Eastern Europe,,,,52.0,55.0,,,,5.889,5.897,,,,0.03799,,,,,0.59448,0.69177,,,,1.01528,0.83132,1.25182557106018,,,0.61826,0.52309,,,,0.32818,0.25202,0.240729048848152,,,0.01615,0.01903,,,,0.20951,0.19997,0.208779126405716,0.171,0.181,3.10712,3.38007,,,,,5.823,,,,,5.971,,,,,,56.0,,,,,5.83799982070923,,,,,5.90837083846331,,,,,5.76762880295515,,,,,0.728870630264282,,,,,0.589465200901031,,,,,0.0100912861526012,,,,,2.80780839920044,,,,,,67.0,71.0,,,,5.64,5.529,,,,0.657,0.685,,,,1.301,1.328,,,,0.62,0.739,,,,0.232,0.245,,,,0.0,0.0
Mongolia,Eastern Asia,Eastern Asia,,,,100.0,101.0,,,,4.874,4.907,,,,0.03313,,,,,0.82819,0.98853,,,,1.3006,1.08983,1.4930112361908,,,0.60268,0.55469,,,,0.43626,0.35972,0.394143968820572,,,0.02666,0.03285,,,,0.3323,0.34539,0.338464230298996,0.253,0.235,1.34759,1.53586,,,,,4.838,,,,,4.976,,,,,,100.0,,,,,4.95499992370605,,,,,5.0216795091331,,,,,4.88832033827901,,,,,1.02723586559296,,,,,0.557783484458923,,,,,0.0329022891819477,,,,,1.11129236221313,,,,,,94.0,83.0,,,,5.125,5.285,,,,0.914,0.948,,,,1.517,1.531,,,,0.575,0.667,,,,0.395,0.317,,,,0.032,0.038
Montenegro,Central and Eastern Europe,Central and Eastern Europe,,,,82.0,88.0,,,,5.192,5.161,,,,0.05235,,,,,0.97438,1.07838,,,,0.90557,0.74173,1.23837649822235,,,0.72521,0.63533,,,,0.1826,0.15111,0.194989055395126,,,0.14296,0.12721,,,,0.1614,0.17191,0.197911024093628,0.111,0.142,2.10017,2.25531,,,,,5.055,,,,,5.267,,,,,,83.0,,,,,5.23699998855591,,,,,5.34104444056749,,,,,5.13295553654432,,,,,1.12112903594971,,,,,0.667464673519135,,,,,0.0881741940975189,,,,,1.72919154167175,,,,,,81.0,73.0,,,,5.347,5.523,,,,1.017,1.051,,,,1.279,1.361,,,,0.729,0.871,,,,0.259,0.197,,,,0.081,0.08
